,issue_number,title,state,created,closed,labels,user,assignees,closed_by
1474968767,2687,[spam],closed,1670171403,1670171442,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Cristopherchito', 'id': 119805432, 'node_id': 'U_kgDOByQV-A', 'avatar_url': 'https://avatars.githubusercontent.com/u/119805432?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Cristopherchito', 'html_url': 'https://github.com/Cristopherchito', 'followers_url': 'https://api.github.com/users/Cristopherchito/followers', 'following_url': 'https://api.github.com/users/Cristopherchito/following{/other_user}', 'gists_url': 'https://api.github.com/users/Cristopherchito/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Cristopherchito/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Cristopherchito/subscriptions', 'organizations_url': 'https://api.github.com/users/Cristopherchito/orgs', 'repos_url': 'https://api.github.com/users/Cristopherchito/repos', 'events_url': 'https://api.github.com/users/Cristopherchito/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Cristopherchito/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1446612750,2680,"Failed to load config ""airbnb"" to extend from. remote: Referenced from: /tmp/build_b7392388/client/.eslintrc.json",open,1668288687,,[],"{'login': 'KIBASSA', 'id': 8443316, 'node_id': 'MDQ6VXNlcjg0NDMzMTY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/8443316?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/KIBASSA', 'html_url': 'https://github.com/KIBASSA', 'followers_url': 'https://api.github.com/users/KIBASSA/followers', 'following_url': 'https://api.github.com/users/KIBASSA/following{/other_user}', 'gists_url': 'https://api.github.com/users/KIBASSA/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/KIBASSA/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/KIBASSA/subscriptions', 'organizations_url': 'https://api.github.com/users/KIBASSA/orgs', 'repos_url': 'https://api.github.com/users/KIBASSA/repos', 'events_url': 'https://api.github.com/users/KIBASSA/events{/privacy}', 'received_events_url': 'https://api.github.com/users/KIBASSA/received_events', 'type': 'User', 'site_admin': False}",,
1445298131,2678,[spam],closed,1668163971,1668190650,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Hyperbeam6969', 'id': 112285100, 'node_id': 'U_kgDOBrFVrA', 'avatar_url': 'https://avatars.githubusercontent.com/u/112285100?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Hyperbeam6969', 'html_url': 'https://github.com/Hyperbeam6969', 'followers_url': 'https://api.github.com/users/Hyperbeam6969/followers', 'following_url': 'https://api.github.com/users/Hyperbeam6969/following{/other_user}', 'gists_url': 'https://api.github.com/users/Hyperbeam6969/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Hyperbeam6969/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Hyperbeam6969/subscriptions', 'organizations_url': 'https://api.github.com/users/Hyperbeam6969/orgs', 'repos_url': 'https://api.github.com/users/Hyperbeam6969/repos', 'events_url': 'https://api.github.com/users/Hyperbeam6969/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Hyperbeam6969/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1724171701,2780,[spam],closed,1684939507,1684939594,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'M1Gfava', 'id': 134524245, 'node_id': 'U_kgDOCAStVQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/134524245?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/M1Gfava', 'html_url': 'https://github.com/M1Gfava', 'followers_url': 'https://api.github.com/users/M1Gfava/followers', 'following_url': 'https://api.github.com/users/M1Gfava/following{/other_user}', 'gists_url': 'https://api.github.com/users/M1Gfava/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/M1Gfava/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/M1Gfava/subscriptions', 'organizations_url': 'https://api.github.com/users/M1Gfava/orgs', 'repos_url': 'https://api.github.com/users/M1Gfava/repos', 'events_url': 'https://api.github.com/users/M1Gfava/events{/privacy}', 'received_events_url': 'https://api.github.com/users/M1Gfava/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1718035933,2772,[spam],closed,1684554395,1684554434,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'lehoangloc', 'id': 134120264, 'node_id': 'U_kgDOB_6DSA', 'avatar_url': 'https://avatars.githubusercontent.com/u/134120264?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/lehoangloc', 'html_url': 'https://github.com/lehoangloc', 'followers_url': 'https://api.github.com/users/lehoangloc/followers', 'following_url': 'https://api.github.com/users/lehoangloc/following{/other_user}', 'gists_url': 'https://api.github.com/users/lehoangloc/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/lehoangloc/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/lehoangloc/subscriptions', 'organizations_url': 'https://api.github.com/users/lehoangloc/orgs', 'repos_url': 'https://api.github.com/users/lehoangloc/repos', 'events_url': 'https://api.github.com/users/lehoangloc/events{/privacy}', 'received_events_url': 'https://api.github.com/users/lehoangloc/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1699264549,2770,[spam],closed,1683498719,1683520170,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'YemiPeter', 'id': 132855019, 'node_id': 'U_kgDOB-s06w', 'avatar_url': 'https://avatars.githubusercontent.com/u/132855019?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/YemiPeter', 'html_url': 'https://github.com/YemiPeter', 'followers_url': 'https://api.github.com/users/YemiPeter/followers', 'following_url': 'https://api.github.com/users/YemiPeter/following{/other_user}', 'gists_url': 'https://api.github.com/users/YemiPeter/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/YemiPeter/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/YemiPeter/subscriptions', 'organizations_url': 'https://api.github.com/users/YemiPeter/orgs', 'repos_url': 'https://api.github.com/users/YemiPeter/repos', 'events_url': 'https://api.github.com/users/YemiPeter/events{/privacy}', 'received_events_url': 'https://api.github.com/users/YemiPeter/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1687626808,2766,"Configuration for rule ""dot-notation"" is invalid",closed,1682634053,1683056086,[],"{'login': 'rexkenley', 'id': 10548251, 'node_id': 'MDQ6VXNlcjEwNTQ4MjUx', 'avatar_url': 'https://avatars.githubusercontent.com/u/10548251?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rexkenley', 'html_url': 'https://github.com/rexkenley', 'followers_url': 'https://api.github.com/users/rexkenley/followers', 'following_url': 'https://api.github.com/users/rexkenley/following{/other_user}', 'gists_url': 'https://api.github.com/users/rexkenley/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rexkenley/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rexkenley/subscriptions', 'organizations_url': 'https://api.github.com/users/rexkenley/orgs', 'repos_url': 'https://api.github.com/users/rexkenley/repos', 'events_url': 'https://api.github.com/users/rexkenley/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rexkenley/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1680177235,2765,[spam],closed,1682283945,1682284400,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Moniwell', 'id': 127253121, 'node_id': 'U_kgDOB5W6gQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/127253121?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Moniwell', 'html_url': 'https://github.com/Moniwell', 'followers_url': 'https://api.github.com/users/Moniwell/followers', 'following_url': 'https://api.github.com/users/Moniwell/following{/other_user}', 'gists_url': 'https://api.github.com/users/Moniwell/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Moniwell/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Moniwell/subscriptions', 'organizations_url': 'https://api.github.com/users/Moniwell/orgs', 'repos_url': 'https://api.github.com/users/Moniwell/repos', 'events_url': 'https://api.github.com/users/Moniwell/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Moniwell/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1674072806,2763,Obj.fn is undefined,closed,1681871113,1681874312,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'KevinShowli', 'id': 43026300, 'node_id': 'MDQ6VXNlcjQzMDI2MzAw', 'avatar_url': 'https://avatars.githubusercontent.com/u/43026300?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/KevinShowli', 'html_url': 'https://github.com/KevinShowli', 'followers_url': 'https://api.github.com/users/KevinShowli/followers', 'following_url': 'https://api.github.com/users/KevinShowli/following{/other_user}', 'gists_url': 'https://api.github.com/users/KevinShowli/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/KevinShowli/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/KevinShowli/subscriptions', 'organizations_url': 'https://api.github.com/users/KevinShowli/orgs', 'repos_url': 'https://api.github.com/users/KevinShowli/repos', 'events_url': 'https://api.github.com/users/KevinShowli/events{/privacy}', 'received_events_url': 'https://api.github.com/users/KevinShowli/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1669312949,2762,[spam],closed,1681556945,1681568810,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'mumining', 'id': 112982738, 'node_id': 'U_kgDOBrv60g', 'avatar_url': 'https://avatars.githubusercontent.com/u/112982738?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/mumining', 'html_url': 'https://github.com/mumining', 'followers_url': 'https://api.github.com/users/mumining/followers', 'following_url': 'https://api.github.com/users/mumining/following{/other_user}', 'gists_url': 'https://api.github.com/users/mumining/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/mumining/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/mumining/subscriptions', 'organizations_url': 'https://api.github.com/users/mumining/orgs', 'repos_url': 'https://api.github.com/users/mumining/repos', 'events_url': 'https://api.github.com/users/mumining/events{/privacy}', 'received_events_url': 'https://api.github.com/users/mumining/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1659906648,2761,[spam],closed,1681052891,1681078889,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Hittect', 'id': 100156752, 'node_id': 'U_kgDOBfhFUA', 'avatar_url': 'https://avatars.githubusercontent.com/u/100156752?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Hittect', 'html_url': 'https://github.com/Hittect', 'followers_url': 'https://api.github.com/users/Hittect/followers', 'following_url': 'https://api.github.com/users/Hittect/following{/other_user}', 'gists_url': 'https://api.github.com/users/Hittect/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Hittect/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Hittect/subscriptions', 'organizations_url': 'https://api.github.com/users/Hittect/orgs', 'repos_url': 'https://api.github.com/users/Hittect/repos', 'events_url': 'https://api.github.com/users/Hittect/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Hittect/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1651067109,2758,[spam],closed,1680463978,1680467468,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'jasons123fortheuse', 'id': 123844780, 'node_id': 'U_kgDOB2G4rA', 'avatar_url': 'https://avatars.githubusercontent.com/u/123844780?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jasons123fortheuse', 'html_url': 'https://github.com/jasons123fortheuse', 'followers_url': 'https://api.github.com/users/jasons123fortheuse/followers', 'following_url': 'https://api.github.com/users/jasons123fortheuse/following{/other_user}', 'gists_url': 'https://api.github.com/users/jasons123fortheuse/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jasons123fortheuse/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jasons123fortheuse/subscriptions', 'organizations_url': 'https://api.github.com/users/jasons123fortheuse/orgs', 'repos_url': 'https://api.github.com/users/jasons123fortheuse/repos', 'events_url': 'https://api.github.com/users/jasons123fortheuse/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jasons123fortheuse/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1650728373,2755,[spam],closed,1680391667,1680396222,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'ibrahimsifat', 'id': 73490396, 'node_id': 'MDQ6VXNlcjczNDkwMzk2', 'avatar_url': 'https://avatars.githubusercontent.com/u/73490396?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ibrahimsifat', 'html_url': 'https://github.com/ibrahimsifat', 'followers_url': 'https://api.github.com/users/ibrahimsifat/followers', 'following_url': 'https://api.github.com/users/ibrahimsifat/following{/other_user}', 'gists_url': 'https://api.github.com/users/ibrahimsifat/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ibrahimsifat/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ibrahimsifat/subscriptions', 'organizations_url': 'https://api.github.com/users/ibrahimsifat/orgs', 'repos_url': 'https://api.github.com/users/ibrahimsifat/repos', 'events_url': 'https://api.github.com/users/ibrahimsifat/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ibrahimsifat/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1650176751,2753,[spam],closed,1680306291,1680306340,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'RUUDKALKA', 'id': 129562303, 'node_id': 'U_kgDOB7j2vw', 'avatar_url': 'https://avatars.githubusercontent.com/u/129562303?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/RUUDKALKA', 'html_url': 'https://github.com/RUUDKALKA', 'followers_url': 'https://api.github.com/users/RUUDKALKA/followers', 'following_url': 'https://api.github.com/users/RUUDKALKA/following{/other_user}', 'gists_url': 'https://api.github.com/users/RUUDKALKA/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/RUUDKALKA/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/RUUDKALKA/subscriptions', 'organizations_url': 'https://api.github.com/users/RUUDKALKA/orgs', 'repos_url': 'https://api.github.com/users/RUUDKALKA/repos', 'events_url': 'https://api.github.com/users/RUUDKALKA/events{/privacy}', 'received_events_url': 'https://api.github.com/users/RUUDKALKA/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1649176478,2752,[spam],closed,1680261416,1680273306,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Mahmoudterak', 'id': 101265929, 'node_id': 'U_kgDOBgkyCQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/101265929?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Mahmoudterak', 'html_url': 'https://github.com/Mahmoudterak', 'followers_url': 'https://api.github.com/users/Mahmoudterak/followers', 'following_url': 'https://api.github.com/users/Mahmoudterak/following{/other_user}', 'gists_url': 'https://api.github.com/users/Mahmoudterak/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Mahmoudterak/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Mahmoudterak/subscriptions', 'organizations_url': 'https://api.github.com/users/Mahmoudterak/orgs', 'repos_url': 'https://api.github.com/users/Mahmoudterak/repos', 'events_url': 'https://api.github.com/users/Mahmoudterak/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Mahmoudterak/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1645040944,2751,[Feat] Scroll to top ,closed,1680066338,1680066676,[],"{'login': 'himanshu1221', 'id': 32031706, 'node_id': 'MDQ6VXNlcjMyMDMxNzA2', 'avatar_url': 'https://avatars.githubusercontent.com/u/32031706?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/himanshu1221', 'html_url': 'https://github.com/himanshu1221', 'followers_url': 'https://api.github.com/users/himanshu1221/followers', 'following_url': 'https://api.github.com/users/himanshu1221/following{/other_user}', 'gists_url': 'https://api.github.com/users/himanshu1221/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/himanshu1221/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/himanshu1221/subscriptions', 'organizations_url': 'https://api.github.com/users/himanshu1221/orgs', 'repos_url': 'https://api.github.com/users/himanshu1221/repos', 'events_url': 'https://api.github.com/users/himanshu1221/events{/privacy}', 'received_events_url': 'https://api.github.com/users/himanshu1221/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1630975259,2746,error in Strings 6.3,closed,1679237890,1679237944,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'seoulbit', 'id': 31936649, 'node_id': 'MDQ6VXNlcjMxOTM2NjQ5', 'avatar_url': 'https://avatars.githubusercontent.com/u/31936649?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/seoulbit', 'html_url': 'https://github.com/seoulbit', 'followers_url': 'https://api.github.com/users/seoulbit/followers', 'following_url': 'https://api.github.com/users/seoulbit/following{/other_user}', 'gists_url': 'https://api.github.com/users/seoulbit/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/seoulbit/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/seoulbit/subscriptions', 'organizations_url': 'https://api.github.com/users/seoulbit/orgs', 'repos_url': 'https://api.github.com/users/seoulbit/repos', 'events_url': 'https://api.github.com/users/seoulbit/events{/privacy}', 'received_events_url': 'https://api.github.com/users/seoulbit/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1617955183,2745,[spam],closed,1678393964,1678394008,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Mahmoudterak', 'id': 101265929, 'node_id': 'U_kgDOBgkyCQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/101265929?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Mahmoudterak', 'html_url': 'https://github.com/Mahmoudterak', 'followers_url': 'https://api.github.com/users/Mahmoudterak/followers', 'following_url': 'https://api.github.com/users/Mahmoudterak/following{/other_user}', 'gists_url': 'https://api.github.com/users/Mahmoudterak/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Mahmoudterak/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Mahmoudterak/subscriptions', 'organizations_url': 'https://api.github.com/users/Mahmoudterak/orgs', 'repos_url': 'https://api.github.com/users/Mahmoudterak/repos', 'events_url': 'https://api.github.com/users/Mahmoudterak/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Mahmoudterak/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1612598221,2742,[spam],closed,1678156480,1678168022,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'steevencalispa1', 'id': 105738493, 'node_id': 'U_kgDOBk1w_Q', 'avatar_url': 'https://avatars.githubusercontent.com/u/105738493?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/steevencalispa1', 'html_url': 'https://github.com/steevencalispa1', 'followers_url': 'https://api.github.com/users/steevencalispa1/followers', 'following_url': 'https://api.github.com/users/steevencalispa1/following{/other_user}', 'gists_url': 'https://api.github.com/users/steevencalispa1/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/steevencalispa1/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/steevencalispa1/subscriptions', 'organizations_url': 'https://api.github.com/users/steevencalispa1/orgs', 'repos_url': 'https://api.github.com/users/steevencalispa1/repos', 'events_url': 'https://api.github.com/users/steevencalispa1/events{/privacy}', 'received_events_url': 'https://api.github.com/users/steevencalispa1/received_events', 'type': 'User', 'site_admin': False}",,
1606159040,2736,[spam],closed,1677736724,1677737219,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Khairulajisyafii', 'id': 117873115, 'node_id': 'U_kgDOBwaZ2w', 'avatar_url': 'https://avatars.githubusercontent.com/u/117873115?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Khairulajisyafii', 'html_url': 'https://github.com/Khairulajisyafii', 'followers_url': 'https://api.github.com/users/Khairulajisyafii/followers', 'following_url': 'https://api.github.com/users/Khairulajisyafii/following{/other_user}', 'gists_url': 'https://api.github.com/users/Khairulajisyafii/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Khairulajisyafii/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Khairulajisyafii/subscriptions', 'organizations_url': 'https://api.github.com/users/Khairulajisyafii/orgs', 'repos_url': 'https://api.github.com/users/Khairulajisyafii/repos', 'events_url': 'https://api.github.com/users/Khairulajisyafii/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Khairulajisyafii/received_events', 'type': 'User', 'site_admin': False}",,
1598803883,2730,[spam],closed,1677251123,1677255009,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Bonnia64', 'id': 104382829, 'node_id': 'U_kgDOBjjBbQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/104382829?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Bonnia64', 'html_url': 'https://github.com/Bonnia64', 'followers_url': 'https://api.github.com/users/Bonnia64/followers', 'following_url': 'https://api.github.com/users/Bonnia64/following{/other_user}', 'gists_url': 'https://api.github.com/users/Bonnia64/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Bonnia64/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Bonnia64/subscriptions', 'organizations_url': 'https://api.github.com/users/Bonnia64/orgs', 'repos_url': 'https://api.github.com/users/Bonnia64/repos', 'events_url': 'https://api.github.com/users/Bonnia64/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Bonnia64/received_events', 'type': 'User', 'site_admin': False}",,
1592437175,2729,Good resource ,closed,1676926921,1676927380,[],"{'login': 'Saleh-Wolf', 'id': 53066845, 'node_id': 'MDQ6VXNlcjUzMDY2ODQ1', 'avatar_url': 'https://avatars.githubusercontent.com/u/53066845?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Saleh-Wolf', 'html_url': 'https://github.com/Saleh-Wolf', 'followers_url': 'https://api.github.com/users/Saleh-Wolf/followers', 'following_url': 'https://api.github.com/users/Saleh-Wolf/following{/other_user}', 'gists_url': 'https://api.github.com/users/Saleh-Wolf/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Saleh-Wolf/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Saleh-Wolf/subscriptions', 'organizations_url': 'https://api.github.com/users/Saleh-Wolf/orgs', 'repos_url': 'https://api.github.com/users/Saleh-Wolf/repos', 'events_url': 'https://api.github.com/users/Saleh-Wolf/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Saleh-Wolf/received_events', 'type': 'User', 'site_admin': False}",,
1589477525,2728,[spam],closed,1676645219,1676655107,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Mansour352', 'id': 112134237, 'node_id': 'U_kgDOBq8IXQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/112134237?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Mansour352', 'html_url': 'https://github.com/Mansour352', 'followers_url': 'https://api.github.com/users/Mansour352/followers', 'following_url': 'https://api.github.com/users/Mansour352/following{/other_user}', 'gists_url': 'https://api.github.com/users/Mansour352/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Mansour352/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Mansour352/subscriptions', 'organizations_url': 'https://api.github.com/users/Mansour352/orgs', 'repos_url': 'https://api.github.com/users/Mansour352/repos', 'events_url': 'https://api.github.com/users/Mansour352/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Mansour352/received_events', 'type': 'User', 'site_admin': False}",,
